id,name,base_price,pillar,category,type,description
svc-PROD-FB8A502EBBD3,Fun Tricks Workshop,0,shop,tricks,,
svc-69763578bf962b2a4806bb6c,Biodegradable Poop Bags (120 count),0,care,care,,Eco-friendly waste bags. Extra thick and leak-proof.
svc-6977d50cf1ba3c3bd6e57597,Puppy Daycare (under 1 year),0,care,daycare,,Specialized care for young puppies
svc-6977d50cf1ba3c3bd6e575bb,Weight Loss Program (4 weeks),0,shop,programs,,Structured weight management program
svc-6977d50cf1ba3c3bd6e575c5,Puppy Kindergarten (8 weeks),0,learn,training,,Foundation training for puppies
svc-697838c4fdefa8a5b3756286,Soft Emergency Muzzle Set (3 sizes),0,emergency,emergency,,Breathable mesh muzzle set for safe handling during injuries. Non-intimidating design.
svc-69787d6ab1ffb9d0ef5fe0ee,Ahilya by the Sea,0,stay,stay,,Intimate heritage property with just 8 rooms. Dogs are treated as family here with personalized care.
svc-69787d6ab1ffb9d0ef5fe127,Palais de Mahe,0,stay,stay,,Boutique heritage hotel in French Quarter. Pet-friendly rooms with courtyard access.
svc-697888da1b42203bef3270d5,Pet Resort Getaway,0,shop,resort,,Luxury resort for pets
svc-697888da1b42203bef3270f3,Pet Sitting (8 hours),0,shop,sitting,,In-home pet sitting
svc-6978936e1b42203bef327c71,Pet Adventure Day,0,shop,adventure,,Guided outdoor adventure
svc-6978936e1b42203bef327c75,Basic Grooming,0,care,basic,,Bath and brush
svc-6978936e1b42203bef327c77,Nail Trim & Filing,0,shop,nail,,Professional nail care
svc-6978936e1b42203bef327c79,Adoption Consultation,0,adopt,consultation,,Find your perfect match
svc-6978936e1b42203bef327c7d,Post-Adoption Support,0,adopt,support,,30-day support package
svc-6978936e1b42203bef327c7f,Memorial Service,0,shop,memorial,,Dignified memorial ceremony
svc-6978936e1b42203bef327c81,Private Cremation,0,shop,cremation,,Private cremation service
svc-6978936e1b42203bef327c87,Premium Reservation Service,0,shop,service,,Guaranteed pet-friendly seating
svc-6978936e1b42203bef327c8d,Premium Coverage Plan,0,shop,insurance,,Comprehensive insurance
svc-6978936e1b42203bef327c8f,Accident Only Plan,0,shop,insurance,,Accident coverage
svc-PROD-BFE3F2280142,TEST_Product_20260127163538,0,shop,,,
svc-PROD-9D6CD1ACECAA,Woof Woof Inn,0,stay,boarding,,
svc-PROD-7748FF2AE515,Pet Paradise,0,stay,boarding,,
svc-PROD-F93923E1924D,Furry Friends Haven,0,stay,boarding,,
svc-PROD-B05597A41C87,K9 Comfort Zone,0,stay,boarding,,
svc-PROD-80831CD98BC1,Doggy Daycare & Stay,0,stay,boarding,,
svc-PROD-99933649AFC7,Paws & Relax,0,stay,boarding,,
svc-PROD-731F55854916,The Barking Lot,0,stay,boarding,,
svc-PROD-77E11E436578,Snout House,0,stay,boarding,,
svc-PROD-20F63A029858,Tail Waggers Resort,0,stay,boarding,,
svc-PROD-B32A4EDECAE1,Cuddles Pet Care,0,stay,boarding,,
svc-PROD-755FEDC753C9,Canine Castle Mumbai,0,stay,boarding,,
svc-PROD-6662F741F7C7,Paws & Play Delhi,0,stay,boarding,,
svc-PROD-BA6C178F255B,The Dog Lodge Gurgaon,0,stay,boarding,,
svc-PROD-FE005F55E37A,Furry Friends Pune,0,stay,boarding,,
svc-PROD-8AAD5AB36F94,Wagging Tails Hyderabad,0,stay,boarding,,
svc-PROD-57AA27BE46AC,Pet Paradise Chennai,0,stay,boarding,,
svc-697c3ed8d9fc024950dca197,Allergy-Safe Diet Planning,0,shop,feed,,Specialized diet planning for pets with food allergies
svc-697c3ed8d9fc024950dca199,Puppy Nutrition Programme,0,shop,feed,,Age-appropriate nutrition guidance for growing puppies
svc-697c3ed8d9fc024950dca19b,Senior Pet Nutrition,0,shop,feed,,Specialized nutrition support for aging pets
svc-697c3ed8d9fc024950dca19d,Prescription Diet Coordination,0,shop,feed,,Help sourcing and managing prescription diets
svc-697c3ed8d9fc024950dca1a9,Free Insurance Quote Comparison,0,insure,insure,,Get quotes from multiple pet insurance providers - completely free
svc-697c3ed8d9fc024950dca1ab,Policy Review & Optimization,0,insure,insure,,Expert review of your current pet insurance policy
svc-697c3ed8d9fc024950dca1ad,Claim Filing Assistance,0,insure,insure,,Professional help filing and tracking insurance claims
svc-697c3ed8d9fc024950dca1af,Renewal Management Service,0,insure,insure,,Never miss a renewal with automated reminders
svc-697dbae5572fc2185da93e75,Comfort Crate for New Pets,0,adopt,adopt,,Cozy crate to help adopted pets feel safe
svc-697dbae5572fc2185da93e77,Rescue Calming Supplement,0,adopt,adopt,,Natural calming aid for anxious rescue pets
svc-697dbae5572fc2185da93e79,Orthopedic Comfort Bed,0,adopt,adopt,,Memory foam bed for senior rescues
svc-697dbae5572fc2185da93e7d,Shelter Donation Gift Card,0,adopt,adopt,,Support local shelters with a donation
svc-697dbae5572fc2185da93e7f,Dog Treadmill (Small),0,fit,fit,,Indoor exercise treadmill for small dogs
svc-697dbae5572fc2185da93e81,Weighted Vest for Dogs,0,fit,fit,,Adjustable weight vest for strength training
svc-697dbae5572fc2185da93e87,Exercise Ball Launcher,0,fit,fit,,Automatic ball launcher for fetch exercises
svc-697dbaeb572fc2185da93e9b,Squeaky Ball Set (3 pack),0,enjoy,enjoy,,Durable tennis balls with squeaker
svc-697dbaeb572fc2185da93ea1,Portable Dog Pool,0,enjoy,enjoy,,Foldable splash pool for summer fun
svc-697dbaeb572fc2185da93ea3,Party Bandana Set,0,enjoy,enjoy,,Stylish bandanas for meetups & events
svc-tdc-4e286279e18a,Professional Deshedding Brush,849.0,care,grooming,,"Stainless steel deshedding tool reduces shedding by up to 90%. Ergonomic handle, gentle on skin. For medium to large coats."
svc-tdc-f30a7b52c8c4,Gentle Oatmeal Shampoo - 500ml,549.0,care,grooming,,"Soothing oatmeal formula for sensitive skin. pH balanced, paraben-free. Leaves coat soft, shiny, and fresh-smelling."
svc-tdc-5463661d58e0,Nail Clipper & File Set,449.0,care,grooming,,"Professional-grade nail clipper with safety guard. Includes nail file and quick guide. Stainless steel, non-slip grip."
svc-tdc-e72bcd5a54e8,Paw Balm & Nose Butter Duo,699.0,care,grooming,,"Organic balm set for cracked paws and dry noses. Made with shea butter, coconut oil, and vitamin E. Safe if licked."
svc-tdc-f49554dcf585,Ear Cleaning Solution - 120ml,399.0,care,grooming,,"Gentle ear cleaner removes wax and debris. Prevents infections, reduces odor. Vet-recommended formula."
svc-travel-171532b1a134,Wahl Cargo Seat Cover for Pets,1898.0,travel,car-accessories,,"Premium cargo area seat cover to protect your car from pet hair, dirt, and scratches. Waterproof backing, machine washable. Universal fit for most SUVs and hatchbacks. Dimensions: 59x55 inches."
svc-travel-c9a35347e75a,Pet Passport & Document Holder,549.0,travel,travel-accessories,,"Organized document holder for all pet travel paperwork. Holds vaccination records, health certificates, insurance, and ID. Water-resistant material. Perfect for international travel."
svc-travel-07dae68ed728,Car Window Mesh Barrier,799.0,travel,car-accessories,,Breathable mesh barrier for car windows. Allows fresh air while preventing pets from jumping out. Easy magnetic installation. Set of 2 for front or rear windows.
svc-dine-item-f9230be5,TDC Freeze-dried Liver,349,dine,general,,Individual item from Gourmet Treats Box. Premium quality dining essential from The Doggy Company.
svc-dine-item-0229ab12,TDC Dental Chews,249,dine,general,,Individual item from Gourmet Treats Box. Premium quality dining essential from The Doggy Company.
svc-dine-item-475cda5d,TDC Photo Frame,999,dine,photo_services,,Individual item from Adoption Anniversary Special. Premium quality dining essential from The Doggy Company.
svc-dine-item-b75c8ac7,TDC Gourmet Meal,399,dine,meals,,Individual item from Puppy Date Night. Premium quality dining essential from The Doggy Company.
svc-dine-item-6910756b,TDC Dine-fresh-chicken,399,dine,general,,Individual item from Weekly Fresh Meal Plan. Premium quality dining essential from The Doggy Company.
svc-dine-item-58a0bc3e,TDC Dine-lamb-rice,399,dine,general,,Individual item from Weekly Fresh Meal Plan. Premium quality dining essential from The Doggy Company.
svc-dine-item-587ac910,TDC Dine-fish-omega,399,dine,general,,Individual item from Weekly Fresh Meal Plan. Premium quality dining essential from The Doggy Company.
svc-enjoy-prod-ball,Squeaky Ball Set (3 Pack),299,enjoy,enjoy,,Durable tennis balls with squeaker
svc-travel-prod-a9ec81b2,Pet Passport Holder,399,travel,travel,,"Waterproof holder for vaccination records, health certificates, and ID tags."
svc-travel-prod-555f5c1e,Motion Sickness Relief Drops,349,travel,travel,,Natural remedy for car sickness. Give 30 mins before travel.
svc-adopt-prod-anxiety-wrap,ThunderShirt Anxiety Wrap,1899,adopt,adopt-calming,,"Pressure wrap that applies gentle, constant pressure to reduce anxiety"
svc-adopt-prod-crate-soft,Soft-Sided Comfort Crate,2499,adopt,adopt-comfort,,Cozy collapsible crate with plush lining - perfect safe space for new pets
svc-adopt-prod-hideaway,Covered Pet Hideaway Bed,1799,adopt,adopt-comfort,,Cave-style bed providing security for nervous rescues
svc-adopt-prod-orthopedic-bed,Orthopedic Memory Foam Bed,2999,adopt,adopt-comfort,,Premium memory foam bed for senior or injured rescue pets
svc-adopt-prod-snuffle-mat,Snuffle Mat for Slow Feeding,799,adopt,adopt-enrichment,,Interactive feeding mat that encourages natural foraging behavior
svc-adopt-prod-probiotic,Digestive Health Probiotic,999,adopt,adopt-health,,Probiotic supplement to help rescued pets adjust to new diet
svc-adopt-prod-immune-boost,Immune Support Supplement,1199,adopt,adopt-health,,Boost immunity during the transition period with vitamins & antioxidants
svc-adopt-prod-gentle-shampoo,Gentle Rescue Pet Shampoo,499,adopt,adopt-grooming,,"Hypoallergenic, tear-free shampoo for sensitive rescue pets"
svc-adopt-prod-guide-book,Adoption Success Handbook,449,adopt,adopt-guide,,Complete guide to helping your rescue pet adjust and thrive
svc-adopt-prod-behavior-guide,Understanding Rescue Behavior,549,adopt,adopt-guide,,Expert guide on common rescue pet behaviors and how to help
svc-adopt-prod-donation-500,Shelter Support - 500,500,adopt,adopt-donation,,Donate to local shelters and support rescue operations
svc-adopt-prod-donation-1000,Shelter Support - 1000,1000,adopt,adopt-donation,,Generous donation to help rescue more animals in need
svc-stay-prod-travel-food-container,Airtight Travel Food Container,899,stay,travel-feeding,,"3-compartment container for food, treats, and supplements - leak-proof design."
svc-stay-prod-bed-portable,Portable Memory Foam Travel Bed,1799,stay,travel-comfort,,"Lightweight, foldable bed with removable, washable cover - rolls up for easy packing."
svc-stay-prod-cooling-mat,Pressure-Activated Cooling Mat,1299,stay,travel-comfort,,Self-cooling gel mat for hot weather travel - no refrigeration needed.
svc-stay-prod-car-seat,Elevated Pet Car Seat,2299,stay,travel-safety,,Booster seat with safety tether - lets small pets see out the window safely.
svc-stay-prod-calming-treats,Travel Calming Chews,799,stay,travel-calming,,"Soft chews with chamomile, valerian & L-theanine - 30 count."
svc-stay-prod-motion-sickness,Motion Sickness Relief Tablets,599,stay,travel-health,,Natural anti-nausea tablets for car and air travel - 30 tablets.
svc-stay-prod-pet-passport,Pet Travel Document Organizer,699,stay,travel-docs,,"Waterproof organizer for vaccination records, health certificates, and ID."
svc-stay-prod-id-tags,Engraved Travel ID Tag Set,399,stay,travel-docs,,"Set of 2 durable metal tags with name, phone & destination info."
svc-fit-product-45c35fa8,Agility Training Hurdle Set,1299,fit,fit,,Adjustable hurdles for backyard agility training
svc-fit-product-c9bbcf1b,Dog Treadmill - Compact,8999,fit,fit,,Indoor exercise treadmill for dogs up to 25kg
svc-fit-product-ac023770,Swimming Vest for Dogs,999,fit,fit,,Buoyancy vest for safe water exercise and swimming
svc-fit-product-f67ff376,Snuffle Mat - Large,699,fit,fit,,Enrichment mat for mental stimulation during feeding
svc-fit-product-122b5f91,Weighted Exercise Vest,1799,fit,fit,,Adjustable weighted vest for strength training walks
svc-travel-b1f06bf6,Premium Car Seat for Dogs,3499,travel,travel-safety,,"Elevated car seat with safety harness attachment. Plush memory foam, waterproof base. Perfect for road trips."
svc-travel-c9e34699,Pet Travel Bag Organizer,1499,travel,travel-accessories,,"Multi-pocket bag for all pet essentials. Fits food, treats, bowls, toys, documents. Waterproof base, shoulder strap."
svc-travel-d3a5a022,Portable Travel Bed,1999,travel,travel-comfort,,Foldable memory foam bed with waterproof cover. Sets up in seconds. Provides familiar comfort away from home.
svc-travel-1f08385f,Calming Travel Spray,699,travel,travel-health,,"Pheromone-based spray for carriers, cars, hotel rooms. Reduces travel anxiety naturally. Vet recommended."
svc-travel-3c00808d,Pet Passport Holder & Document Organizer,899,travel,travel-docs,,"Premium holder for vaccination records, health certificates, ID tags. RFID-protected pocket for microchip info."
SVC-GROOM-FULL,Full Spa Grooming,1500,care,grooming,,"Complete spa experience with massage, premium products"
SVC-VET-CONSULT,Vet Consultation,600,care,vet,,General health checkup and consultation
SVC-CELEB-BDAY-HOME,Birthday Party - Home,5000,celebrate,,,Complete birthday planning and execution at your home
SVC-CELEB-BDAY-VENUE,Birthday Party - Venue,8000,celebrate,,,Birthday celebration at a pet-friendly venue
SVC-CELEB-MILESTONE,Milestone Celebration,,celebrate,,,"First travel, senior years, recovery milestones"
SVC-CELEB-FESTIVE,Festive Celebration Planning,4000,celebrate,,,"Diwali, Christmas, Holi celebrations with your pet"
SVC-CELEB-SURPRISE,Surprise Coordination,,celebrate,,,Surprise party or gift coordination for pet parents
SVC-CELEB-REMINDERS,Life Moment Tracking,0,celebrate,,,"Automated reminders for birthdays, gotcha days, milestones"
SVC-DINE-DISCOVER,Pet-Friendly Restaurant Discovery,0,dine,,,Find the perfect restaurant that welcomes your pet
SVC-DINE-RESERVE,Reservation Assistance,200,dine,,,We confirm pet acceptance and make the reservation
SVC-DINE-ETIQUETTE,Dining Etiquette Guidance,500,dine,,,Tips and training for dining out with your pet
SVC-DINE-ADVISORY,Venue Suitability Advisory,0,dine,,,Breed and size suitability check for venues
SVC-DINE-BACKUP,Backup Dining Alternatives,,dine,,,Alternative options if plans change last minute
SVC-STAY-DISCOVER,Pet-Friendly Hotel Discovery,0,stay,,,Find hotels and resorts that welcome your pet
SVC-STAY-VERIFY,Property Rule Verification,300,stay,,,"Verify breed, size, and number restrictions"
SVC-STAY-ADVISORY,Room Suitability Advisory,0,stay,,,Recommend the right room type for your pet
SVC-STAY-LONGTERM,Long-Stay Assistance,,stay,,,Serviced apartments and extended stay planning
SVC-STAY-BOARDING,Boarding Alternatives,800,stay,,,"When hotel stays aren't possible, we find boarding"
SVC-TRAVEL-AIRLINE,Airline Policy Interpretation,500,travel,,,Route-specific pet policy guidance
SVC-TRAVEL-CABIN-CARGO,Cabin vs Cargo Advisory,300,travel,,,Feasibility check based on pet size and route
SVC-TRAVEL-ROAD-RAIL,Train & Road Travel Planning,800,travel,,,Complete road trip or train journey planning
SVC-TRAVEL-DESTINATION,Destination Pet Rules,400,travel,,,Pet rules and requirements at your destination
SVC-TRAVEL-RELOCATE-DOM,Domestic Relocation Planning,5000,travel,,,Complete domestic move with your pet
SVC-TRAVEL-RELOCATE-INTL,International Relocation,15000,travel,,,International move with quarantine and documentation
SVC-TRAVEL-TRANSIT,Transit & Handling Guidance,1000,travel,,,Airport handling and transit coordination
SVC-CARE-VET-GENERAL,Vet Consultation - General,600,care,,,General health checkup and consultation
SVC-CARE-VET-SPECIALTY,Vet Consultation - Specialty,1500,care,,,"Specialist consultation (dermatology, cardiology, etc.)"
SVC-CARE-VET-HOME,Vet Visit - Home,1200,care,,,Vet comes to your home
SVC-CARE-GROOM-HOME,Home Grooming,1200,care,,,Groomer comes to your home
SVC-CARE-PREVENT,Preventive Care Reminders,0,care,,,"Vaccination, deworming, health check reminders"
SVC-CARE-NUTRITION,Nutrition Guidance,800,care,,,Non-medical diet and nutrition planning
SVC-CARE-RECOVERY,Recovery Care Coordination,,care,,,Post-surgery or treatment care coordination
SVC-CARE-SENIOR,Senior Pet Care Planning,1500,care,,,Comprehensive care plan for senior pets
SVC-ENJOY-PARKS,Pet Parks Discovery,0,enjoy,,,Find dog parks and open spaces near you
SVC-ENJOY-EVENTS,Pet Events & Experiences,500,enjoy,,,"Pet-friendly events, meetups, experiences"
SVC-ENJOY-SOCIAL,Socialisation Planning,800,enjoy,,,Structured socialisation for puppies and shy dogs
SVC-ENJOY-WEEKEND,Weekend Outing Planning,400,enjoy,,,Complete weekend activity plan with your pet
SVC-FIT-WALK-DAILY,Dog Walking - Daily,300,fit,,,Daily dog walking service
SVC-FIT-ACTIVITY,Breed-Appropriate Activity Plan,1000,fit,,,Customized exercise routine for your breed
SVC-FIT-INDOOR,Indoor Exercise Routines,800,fit,,,Exercise plans for apartment living
SVC-FIT-OUTDOOR,Outdoor Exercise Sessions,500,fit,,,Guided outdoor exercise and play
SVC-FIT-SENIOR,Senior Mobility Planning,1200,fit,,,Gentle exercise for senior dogs
SVC-FIT-SWIM,Swimming Sessions,1000,fit,,,Hydrotherapy and recreational swimming
SVC-LEARN-NEWPARENT,New Pet Parent Onboarding,1500,learn,,,Everything you need to know as a first-time pet parent
SVC-LEARN-BREED,Breed Education Session,800,learn,,,Understand your breed's needs and temperament
SVC-LEARN-PUPPY,Puppy Transition Guidance,2000,learn,,,First 30 days with your new puppy
SVC-LEARN-SENIOR,Senior Pet Care Education,1000,learn,,,Understanding and caring for aging pets
SVC-LEARN-BEHAVIOR,Behavior Understanding,1200,learn,,,Learn to read and understand your pet's behavior
SVC-LEARN-TRAINING-ADV,Advanced Training,5000,learn,,,Advanced commands and tricks
SVC-PAPER-REGISTER,Pet Registration Guidance,500,paperwork,,,Help with local pet registration
SVC-PAPER-MICROCHIP,Microchipping Assistance,300,paperwork,,,Microchip registration and documentation
SVC-PAPER-LICENSE,Licensing & Compliance,400,paperwork,,,Local compliance and licensing guidance
SVC-PAPER-TRAVEL,Travel Documentation,1500,paperwork,,,"Pet passport, health certificates, NOCs"
SVC-PAPER-INSURANCE,Insurance Paperwork Advisory,300,paperwork,,,Help with pet insurance documentation
SVC-PAPER-ADOPTION,Adoption Documentation,500,paperwork,,,Adoption papers and transfer documentation
SVC-ADVISE-HOUSING,Housing & Society Advisory,500,advisory,,,Navigate pet rules in housing societies
SVC-ADVISE-MULTI,Multi-Pet Household Planning,1000,advisory,,,Adding another pet to your family
SVC-ADVISE-BEHAVIOR,Behavior Escalation Pathways,,advisory,,,Non-clinical behavior concern guidance
SVC-ADVISE-EOL,End-of-Life Preparation,,advisory,,,Planning for your pet's final chapter
SVC-EMERG-VET,Emergency Vet Discovery,0,emergency,,,Find nearest emergency vet immediately
SVC-EMERG-AFTER,After-Hours Care Guidance,0,emergency,,,Guidance when regular vets are closed
SVC-EMERG-RESPONSE,Accident & Poisoning Response,0,emergency,,,Immediate guidance for emergencies
SVC-EMERG-LOST,Lost Pet Response,,emergency,,,Coordination for lost pet recovery
SVC-EMERG-TRANSPORT,Emergency Transport,1500,emergency,,,Emergency pet ambulance coordination
SVC-FARE-EUTHANASIA,Euthanasia Coordination,,farewell,,,Vet-guided peaceful passing
SVC-FARE-CREMATION,Cremation & Burial,3000,farewell,,,Dignified final arrangements
SVC-FARE-MEMORIAL,Memorial & Remembrance,2000,farewell,,,Memorial planning and keepsakes
SVC-FARE-GRIEF,Grief Support Resources,0,farewell,,,Support during difficult times
SVC-ADOPT-DISCOVER,Ethical Adoption Discovery,0,adopt,,,Find verified shelters and rescues
SVC-ADOPT-SUITABILITY,Breed Suitability Advisory,500,adopt,,,Find the right breed for your lifestyle
SVC-ADOPT-READINESS,Adoption Readiness Planning,300,adopt,,,Are you ready for a pet?
SVC-ADOPT-HOME,Home Preparation Guidance,500,adopt,,,Prepare your home for a new pet
SVC-ADOPT-TRANSITION,First 30 Days Support,2000,adopt,,,Transition support for new adoptions
SVC-SHOP-PERSONAL,Personal Shopping Assistance,0,shop,,,Help finding the right products
SVC-SHOP-EMERGENCY,Emergency Sourcing,,shop,,,Urgent product sourcing
SVC-SHOP-VET-REC,Vet-Recommended Sourcing,200,shop,,,Find specific vet-recommended products
SVC-SHOP-RELOCATE,Travel & Relocation Sourcing,500,shop,,,All products needed for travel/move
SVC-CARE-TEST-CUSTOM-SERVICE,Test Custom Service UPDATED,1299.0,care,,,Updated description
TEST-SVC-5D8A3471,Updated Test Grooming Service,600.0,care,,,Updated description for testing
abee0bac-9551-42d4-99be-f69e91bd267e,Long Coat  Full Grooming  Complete Spa Day,1500,,grooming,,
2dd76537-4583-4912-80cc-7a0715430abf,Short Coat  Express Grooming  Quick Refresh,800,,grooming,,
8b890e95-3ea6-469d-8b48-854a504f6b8f,Curly Coat  Poodle Mix Grooming  Doodle Specialist,1800,,grooming,,
1024f74b-5c74-480e-bbed-9731acb0e0d9,Small Breed  Puppy's First Groom  Gentle Introduction,600,,grooming,,
de9405c2-449b-4ac3-9fc5-c0b6113521e7,Large Breed  Big Dog Bath  Home Service,1200,,grooming,,
ac74cb79-b36a-402c-a195-1f4423998da5,High Energy  Obedience Training  Focus Building,8000,,training,,
6aeae591-3da4-4973-a6c8-2b6755c1f2f7,Indie Dog  Street Dog Rehab  Urban Adjustment,10000,,training,,
121ac3cd-02d2-41e8-9b7c-a2fbbad6b97f,Small Breed  Puppy Socialization  Early Learning,4000,,training,,
64e5baf2-66a3-461d-b5b5-15191c7ca940,Anxious Dog  Behavior Modification  Calm Building,15000,,training,,
83efaae5-32ed-4d97-b7f1-340b2bb18bc6,Scent Dog  Nose Work Training  Mental Exercise,5000,,training,,
67efce7d-5801-41fd-961e-c82679989ea5,High Energy  Power Walk  Energy Drain,400,,walking_sitting,,
16485ae2-e7d9-441c-b2a3-62b1a4b46d41,Small Breed  Gentle Walk  Leisurely Pace,300,,walking_sitting,,
073943d0-cf28-40aa-8e26-efbed6c9f6b5,Large Breed  Adventure Walk  Trail Exploration,800,,walking_sitting,,
737ec42d-639c-4ef8-b839-a1374f08299e,All Breeds  Pet Sitting  Home Care,800,,walking_sitting,,
14b6c5b1-38bc-41b6-ac1b-363af4c60cfc,Small Breed  Lap Dog Sitter  Companion Care,1000,,walking_sitting,,
e1cd76b4-3819-4db0-aa3d-fc355eef919b,Large Breed  Flight Crate Training  Travel Prep,5000,,travel_handling,,
1dd18410-3731-497d-9102-4ed5551b7e94,Small Breed  Cabin Travel Prep  Fly With Me,3000,,travel_handling,,
d22634c2-3ca2-49ae-9e95-8a506ad30a43,All Breeds  Road Trip Setup  Car Travel Ready,2000,,travel_handling,,
a231db07-6203-48f1-916f-39dc170da2f6,Anxious Traveler  Travel Anxiety Support  Calm Journey,4000,,travel_handling,,
f8aa5da4-0d44-47ec-b90d-a4e894b38ed9,All Breeds  Birthday Party Setup  Complete Celebration,5000,,celebration_support,,
d6e9c387-3cf0-4f28-b16b-3c6d49bffaa6,All Breeds  Gotcha Day Surprise  Adoption Anniversary,2000,,celebration_support,,
57d74757-d22f-4e70-ab8c-cd59ffa239a8,All Breeds  Photoshoot Coordination  Memory Capture,3000,,celebration_support,,
5e23ba03-49ab-4cfe-a5be-2ef4f24241e4,Large Breed  Party Venue Booking  Space For Play,,,celebration_support,,
1a7670a5-57fb-4f0f-a2b7-5807326b382a,All Breeds  Nutrition Consultation  Diet Planning,1500,,care_support,,
d4484726-9605-48d4-908b-44a3238bf2e3,Senior Dog  Geriatric Care Plan  Golden Years,2500,,care_support,,
c41b7b10-8d31-42c1-bc86-6aa3af73b69a,Large Breed  Joint Health Support  Mobility Care,3000,,care_support,,
fa71748c-c72a-4b89-9099-9c3e44b0cd7f,Sensitive Skin  Allergy Management  Comfort Plan,4000,,care_support,,
92bec617-1ab1-43d3-8415-dfcbe900296b,Post-Surgery  Recovery Support  Healing Help,,,care_support,,
care-svc-8ad65147,Puppy Training Programme,,,training,,Foundation training for puppies aged 8 weeks to 6 months.
care-svc-6db53eb2,Anxiety & Behaviour Therapy,,,training,,"Specialized programme for anxiety, reactivity, and behavioural issues."
care-svc-1541bac1,Pet Sitting (Day),,,walking,,Daytime pet sitting at your home or sitter's home.
care-svc-85955aa3,Overnight Pet Sitting,,,walking,,Overnight care at your home with bedtime routine and morning walks.
care-svc-f7f6d143,Vet Visit Coordination,,,health,,"We find the right vet, book the appointment, and manage your records."
care-svc-9986120f,Emergency Support Line,,,health,,24/7 emergency support with vet locator and transport coordination.
care-svc-920db090,Senior Pet Wellness Check,,,health,,Comprehensive wellness assessment for senior pets (7+ years).
care-vet-002,Home Vet Visit,,care,vet,,Veterinarian visits your home for check-up and basic treatments.
care-wellness-001,Wellness Check-up,,care,wellness,,Complete health screening with blood work and physical examination.
groom-dc4393fd,Spa Day Experience,,,premium,,Luxury spa treatment with aromatherapy and massage
